source,lang,expression,head,modifier,label,compositionality_score,compositionality_type,compositionality_token,raw_paraphrase,original_split,row_id,label_raw,label_norm,label_binary,contribution_label,compositionality_score_norm,compositionality_bin,paraphrase_candidates_maggie,wordnet_synonyms,wordnet_synonym1,paraphrase1_gpt55pro20260423,paraphrase1_gpt5nano20250807,canonical_paraphrase,paraphrase_candidates,has_paraphrase,split_701020,split_source
nc,eng,elbow room,room,elbow,,0.381,,,space(10);leeway(6);opportunity(3);room(3);breathing room(3);personal space(3);wiggle room(2);breathing space(2);place(1);leverage(1);possible(1);free space(1);open negotiation(1);extra space(1);personal room(1);margin(1);personal bubble(1);places to move(1);elbow space(1);area(1);time and occasion(1);allowance(1);latitude(1);buffer(1);freedom(1),,31,,UNKNOWN,UNKNOWN,UNKNOWN,0.0762,low,room|way|space,room|way,room,space,space,room,room|way|space|leeway|opportunity|breathing room|personal space|wiggle room|breathing space|place|leverage|possible|free space|open negotiation|extra space|personal room|margin|personal bubble|places to move|elbow space|area|time and occasion|allowance|latitude|buffer|freedom,1,test,generated
nc,eng,entrance hall,hall,entrance,,4.4,,,foyer(7);lobby(5);grand hall(2);entrance room(2);entry(2);entry hall(1);front area(1);doorway(1);formal entrance(1);hallway(1);main entrance(1);main hall(1);vestibule(1);entrance(1);entryway(1);great hall(1);reception area(1);front hall(1);entranceway(1);atrium(1);entry way(1);front(1),,32,,UNKNOWN,UNKNOWN,UNKNOWN,0.8800000000000001,high,anteroom|antechamber|hall|foyer|lobby|vestibule,anteroom|antechamber|hall|foyer|lobby|vestibule,anteroom,foyer,foyer,anteroom,anteroom|antechamber|hall|foyer|lobby|vestibule|grand hall|entrance room|entry|entry hall|front area|doorway|formal entrance|hallway|main entrance|main hall|entrance|entryway|great hall|reception area|front hall|entranceway|atrium|entry way|front,1,train,generated
nc,eng,eternal rest,rest,eternal,,3.3333,,,death(11);eternal sleep(2);end of life(2);pushing up daisies(1);6 feet under(1);final rest(1);afterlife(1);peaceful afterlife(1);heavenly peace(1);eternal peace(1);rest in peace(1);final sleep(1);tomb(1);burial place(1);heaven(1);dirt nap(1);after life(1);coma(1);long rest(1);big sleep(1);shuffling off of the mortal coil(1);demise(1),,33,,UNKNOWN,UNKNOWN,UNKNOWN,0.66666,mid,rest|sleep|eternal sleep|quietus|death,rest|sleep|eternal sleep|quietus,rest,death,death,rest,rest|sleep|eternal sleep|quietus|death|end of life|pushing up daisies|6 feet under|final rest|afterlife|peaceful afterlife|heavenly peace|eternal peace|rest in peace|final sleep|tomb|burial place|heaven|dirt nap|after life|coma|long rest|big sleep|shuffling off of the mortal coil|demise,1,train,generated
nc,eng,fish story,story,fish,,1.1333,,,"tall tale(6);exaggeration(3);lie(2);fish tale(2);tale(2);exaggerated story(2);imbellished story(1);smells fishy(1);big story(1);incredible(1);white lie(1);extraggerated story(1);story(1);far fetched story(1);hyperbole(1);fishy, as in doubtful(1);big lie(1);overstatement(1);trumped up story(1);tall tell(1);yarn(1);false story(1);exaggorated story(1)",,34,,UNKNOWN,UNKNOWN,UNKNOWN,0.22666,low,exaggeration|fabrication,,,exaggeration,fabrication,exaggeration,"exaggeration|fabrication|tall tale|lie|fish tale|tale|exaggerated story|imbellished story|smells fishy|big story|incredible|white lie|extraggerated story|story|far fetched story|hyperbole|fishy, as in doubtful|big lie|overstatement|trumped up story|tall tell|yarn|false story|exaggorated story",1,train,generated
nc,eng,flower child,child,flower,,0.375,,,hippie(10);free spirit(6);hippy(4);bohemian(2);peace demonstrator(1);nonconformist(1);pot smoker(1);careless(1);happy without goals(1);simple person(1);stoner(1);yuppie(1);wanderer(1);moon child(1);pacifist(1);idealist(1);hippies(1);beatnik(1),,35,,UNKNOWN,UNKNOWN,UNKNOWN,0.075,low,hippie|hippy|hipster,hippie|hippy|hipster,hippie,hippie,hippie,hippie,hippie|hippy|hipster|free spirit|bohemian|peace demonstrator|nonconformist|pot smoker|careless|happy without goals|simple person|stoner|yuppie|wanderer|moon child|pacifist|idealist|hippies|beatnik,1,train,generated
nc,eng,food market,market,food,,4.3333,,,grocery store(5);food sector(3);farmers' market(2);supermarket(2);food store(1);produce market(1);food trade(1);food commodities(1);grocery stores(1);stock market(1);alimentary channels(1);nutrition choice(1);market place(1);market(1);food arena(1);farmer's market(1);food business(1);grocer(1);farmers market(1);food mart(1);mart(1);commercial market(1),,36,,UNKNOWN,UNKNOWN,UNKNOWN,0.8666600000000001,high,grocery store|grocery|market,grocery store|grocery|market,grocery store,grocery,grocery,grocery store,grocery store|grocery|market|food sector|farmers' market|supermarket|food store|produce market|food trade|food commodities|grocery stores|stock market|alimentary channels|nutrition choice|market place|food arena|farmer's market|food business|grocer|farmers market|food mart|mart|commercial market,1,train,generated
nc,eng,foot soldier,soldier,foot,,1.9474,,,infantry(6);infantryman(4);worker(3);soldier(3);grunt(2);recruit soldier(1);newb soldier(1);ground troop(1);low level(1);representative(1);common soldier(1);proletriat(1);worker bee(1);warrior(1);average fighter(1);newbie(1);infantrymen(1);subordinate(1);pawn(1);infantry soldier(1);army man(1);peon(1);fodder(1);ground troops(1);ground soldier(1);private(1);front man(1);foot work(1);low level worker(1);bottom of to dam pole(1);drone(1);peasant(1),,37,,UNKNOWN,UNKNOWN,UNKNOWN,0.38948,mid,infantryman|marcher|footslogger|subordinate|subsidiary|underling,infantryman|marcher|footslogger|subordinate|subsidiary|underling,infantryman,infantryman,infantryman,infantryman,infantryman|marcher|footslogger|subordinate|subsidiary|underling|infantry|worker|soldier|grunt|recruit soldier|newb soldier|ground troop|low level|representative|common soldier|proletriat|worker bee|warrior|average fighter|newbie|infantrymen|pawn|infantry soldier|army man|peon|fodder|ground troops|ground soldier|private|front man|foot work|low level worker|bottom of to dam pole|drone|peasant,1,train,generated
nc,eng,front man,man,front,,1.5789,,,leader(8);representative(3);spokesman(3);figure head(2);speaker(2);singer(2);lead singer(2);face(1);agent(1);face of product or company(1);point man(1);boss(1);organization head(1);head(1);poster boy(1);figurehead(1);celebrity(1);lead speaker(1);group leader(1);nominee(1);cover(1);head man(1);lead representative(1);spokesperson(1);image(1);person interacting with audience(1);conductor(1);lead man(1);center(1),,38,,UNKNOWN,UNKNOWN,UNKNOWN,0.31578,low,front|figurehead|nominal head|straw man|strawman,front|figurehead|nominal head|straw man|strawman,front,figurehead,figurehead,front,front|figurehead|nominal head|straw man|strawman|leader|representative|spokesman|figure head|speaker|singer|lead singer|face|agent|face of product or company|point man|boss|organization head|head|poster boy|celebrity|lead speaker|group leader|nominee|cover|head man|lead representative|spokesperson|image|person interacting with audience|conductor|lead man|center,1,test,generated
nc,eng,goose egg,egg,goose,,0.4,,,bump(12);knot(7);lump(7);swelling(4);bruise(4);pimple(2);sore spot(1);loosing score(1);null(1);injury(1);blackhead(1);bird egg(1);swollen area(1);temporary bump(1);boil(1),,39,,UNKNOWN,UNKNOWN,UNKNOWN,0.08,low,nothing|nil|nix|nada|aught|cipher|cypher|naught|zero|zilch|zip|zippo,nothing|nil|nix|nada|aught|cipher|cypher|naught|zero|zilch|zip|zippo,nothing,zero,zero,nothing,nothing|nil|nix|nada|aught|cipher|cypher|naught|zero|zilch|zip|zippo|bump|knot|lump|swelling|bruise|pimple|sore spot|loosing score|null|injury|blackhead|bird egg|swollen area|temporary bump|boil,1,test,generated
nc,eng,grey matter,matter,grey,,2.2353,,,brain(12);intelligence(4);mind(3);thinking(2);brains(2);brain matter(2);cerebrum(2);head(2);noodle(1);noggin(1);bean(1);right brain(1);thought process(1);use your head(1);body of cells(1);memory(1);brain tissue(1);brain power(1);brain cells(1);iq(1);brainpower(1);creativity(1),,40,,UNKNOWN,UNKNOWN,UNKNOWN,0.44706,mid,gray matter|grey substance|gray substance|substantia grisea|intelligence|brain,gray matter|grey substance|gray substance|substantia grisea,gray matter,intelligence,brain,gray matter,gray matter|grey substance|gray substance|substantia grisea|intelligence|brain|mind|thinking|brains|brain matter|cerebrum|head|noodle|noggin|bean|right brain|thought process|use your head|body of cells|memory|brain tissue|brain power|brain cells|iq|brainpower|creativity,1,train,generated
nc,eng,guinea pig,pig,guinea,,0.2353,,,test subject(11);lab rat(3);rodent(2);tester(2);experiment(2);lackey(1);pin cushion(1);experimenter(1);person for test(1);disposable person(1);practice subject(1);sample(1);experimental subject(1);early tester(1);skinny pig(1);first one(1);cavy(1);lab animal(1);first to try(1);experimentee(1);experimental participant(1);go to(1);experimental test subject(1);volunteer to try something new(1),,41,,UNKNOWN,UNKNOWN,UNKNOWN,0.04706,low,subject|case|Cavia cobaya,subject|case|Cavia cobaya,subject,subject,subject,subject,subject|case|Cavia cobaya|test subject|lab rat|rodent|tester|experiment|lackey|pin cushion|experimenter|person for test|disposable person|practice subject|sample|experimental subject|early tester|skinny pig|first one|cavy|lab animal|first to try|experimentee|experimental participant|go to|experimental test subject|volunteer to try something new,1,train,generated
nc,eng,half sister,sister,half,,2.8333,,,"half sibling(5);sister(5);sibling(5);step sister(2);relative(2);half relation(1);share one parent(1);uterine sibling(1);sibbling(1);same mother, different father(1);same father, different mother(1);one parent in common(1);step child(1);partial sibling(1);partial sister(1);sister from another parent(1);half brother(1);semi related female(1);not by blood(1);partial family(1);stepsister(1);brother from another mother(1);half related sister(1);different father(1);different mother(1);half biological sister(1);half genetic sister(1)",,42,,UNKNOWN,UNKNOWN,UNKNOWN,0.5666599999999999,mid,half-sister|stepsister|sister|sibling,half-sister|stepsister,half-sister,sister,sibling,half-sister,"half-sister|stepsister|sister|sibling|half sibling|step sister|relative|half relation|share one parent|uterine sibling|sibbling|same mother, different father|same father, different mother|one parent in common|step child|partial sibling|partial sister|sister from another parent|half brother|semi related female|not by blood|partial family|brother from another mother|half related sister|different father|different mother|half biological sister|half genetic sister",1,train,generated
nc,eng,half wit,wit,half,,0.8235,,,idiot(8);stupid(3);nitwit(3);dimwit(3);dummy(3);moron(2);nit wit(2);dim person(1);numbskull(1);blockhead(1);non thinking person(1);foolish(1);stupid man(1);goon(1);crock(1);imbecile(1);dumb(1);village idiot(1);dim wit(1);silly(1);fool(1);slow in wit(1);half intelligence(1);soft headed(1);simple(1);retard(1),,43,,UNKNOWN,UNKNOWN,UNKNOWN,0.1647,low,idiot|fool,,,idiot,fool,idiot,idiot|fool|stupid|nitwit|dimwit|dummy|moron|nit wit|dim person|numbskull|blockhead|non thinking person|foolish|stupid man|goon|crock|imbecile|dumb|village idiot|dim wit|silly|slow in wit|half intelligence|soft headed|simple|retard,1,dev,generated
nc,eng,health check,check,health,,4.2667,,,check up(6);health evaluation(3);checkup(3);doctor visit(3);physical(3);physical exam(2);wellness evaluation(1);doctors visit(1);doctors appointment(1);routine exam(1);health screenings(1);health check ups(1);health screening(1);exam(1);consultation(1);regular examination(1);work up(1);medical exam(1);health examination(1);health physical(1),,44,,UNKNOWN,UNKNOWN,UNKNOWN,0.85334,high,checkup|medical checkup|medical examination|medical exam|medical,checkup|medical checkup|medical examination|medical exam|medical,checkup,checkup,checkup,checkup,checkup|medical checkup|medical examination|medical exam|medical|check up|health evaluation|doctor visit|physical|physical exam|wellness evaluation|doctors visit|doctors appointment|routine exam|health screenings|health check ups|health screening|exam|consultation|regular examination|work up|health examination|health physical,1,train,generated
nc,eng,high life,life,high,,1.7647,,,good life(7);glamorous life(2);high society(2);expensive(2);posh life(1);dolce vita(1);high on the hog(1);expensive lifestyle(1);indulgent living(1);life on top(1);living it up(1);rich(1);powerful(1);high times(1);expensive tastes(1);top(1);rich & famous(1);elegant(1);ritzy life(1);hgh horse(1);big life(1);extravagent(1);indulgence(1);easy life(1);happy life(1);glory(1);rich lifestyle(1);wealthy living(1);upper class(1);elite(1);lavish(1);luxurious(1),,45,,UNKNOWN,UNKNOWN,UNKNOWN,0.35294,mid,extravagance|prodigality|lavishness|highlife|luxury,extravagance|prodigality|lavishness|highlife,extravagance,luxury,luxury,extravagance,extravagance|prodigality|lavishness|highlife|luxury|good life|glamorous life|high society|expensive|posh life|dolce vita|high on the hog|expensive lifestyle|indulgent living|life on top|living it up|rich|powerful|high times|expensive tastes|top|rich & famous|elegant|ritzy life|hgh horse|big life|extravagent|indulgence|easy life|happy life|glory|rich lifestyle|wealthy living|upper class|elite|lavish|luxurious,1,train,generated
nc,eng,inner circle,circle,inner,,1.4706,,,close friends(3);club(3);in crowd(2);inner sanctum(2);inner group(2);close associates(2);inner friends(1);private circle(1);associates(1);inside group(1);sacred few(1);advisers(1);closest relationships(1);tightest circle(1);who we hangout with regularly(1);accointances(1);close people(1);private group(1);special people(1);squad(1);crew(1);close together(1);tight knit(1);cabal(1);people in the know(1);trusted circle(1);braintrust(1);infrastructure(1);trusted(1);close knit(1);secretive(1);lodge(1),,46,,UNKNOWN,UNKNOWN,UNKNOWN,0.29412,low,clique|coterie|ingroup|pack|camp|insiders,clique|coterie|ingroup|pack|camp,clique,coterie,insiders,clique,clique|coterie|ingroup|pack|camp|insiders|close friends|club|in crowd|inner sanctum|inner group|close associates|inner friends|private circle|associates|inside group|sacred few|advisers|closest relationships|tightest circle|who we hangout with regularly|accointances|close people|private group|special people|squad|crew|close together|tight knit|cabal|people in the know|trusted circle|braintrust|infrastructure|trusted|close knit|secretive|lodge,1,train,generated
nc,eng,inner product,product,inner,,2.8182,,,dot product(4);scalar product(4);vectors(1);calculation(1);result(1);product of matrix multiplication(1);algebraic operation(1);scalar function(1);inner multiples(1);central numerals(1);multiplication(1);scalar function of 2 vectors(1);product of magnitude between 2 vectors(1);middle multiple(1);middle product(1);inside solution(1);math expression(1);measure of inside angle(1),,47,,UNKNOWN,UNKNOWN,UNKNOWN,0.56364,mid,scalar product|dot product|pairing|dot,scalar product|dot product,scalar product,pairing,dot,scalar product,scalar product|dot product|pairing|dot|vectors|calculation|result|product of matrix multiplication|algebraic operation|scalar function|inner multiples|central numerals|multiplication|scalar function of 2 vectors|product of magnitude between 2 vectors|middle multiple|middle product|inside solution|math expression|measure of inside angle,1,dev,generated
