uid,target,sentence,reason
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:24,bull_market,"Taking out the recent bull market, however, it did not even double in value in the 25 years to 1994.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:25,cable_car,Here you have a choice - it is either 588 steps down or take the cable car.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:26,calendar_month,Bookings made within 2 calendar months of the holiday start date must be paid in full.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:27,civil_marriage,The ban on same-sex civil marriage defines lesbian and gay couples as second-class citizens.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:28,cocoa_butter,Enriched with cocoa butter it will leave the skin feeling silky smooth.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:29,computer_expert,A computer user may call over the telephone to a computer expert for advice when things go wrong.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:30,contact_lenses,Yes there are various options available to you to correct your astigmatism with contact lenses.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:31,copy_cat,We're sure the competition is working hard on releasing copy cat products.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:32,crime_rate,"The crime rate in Australia is low, however travellers should be aware that tourists could be targeted by petty criminals.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:33,damp_squib,"It was probably just a bit too much for everyone in the end and it finished in a damp squib, but we always said we were building for next season.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:34,dark_horse,"Then there is the real dark horse, Italy, in the midst of a national crisis.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:35,day_shift,A working week of seven days was divided into two shifts: a day shift of three to four hours and a night shift which lasted from 10pm until dawn.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:36,disability_insurance,"If you have any other unemployment or disability insurance to cover your mortgage payment, we will reduce your monthly benefit.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:37,double_Dutch,"But I imagine that if you agree to do a role like that you must know the territory in some way, otherwise it would feel like double dutch.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:38,double_cross,"The epsiode "" Gambit "" is a fantastic episode full of plotting, sub plotting, betrayal, double crossing, a game of chess, and the BBC costume departement going wild!",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:39,double_whammy,"CPRE points out that the countryside is facing a double whammy with traffic levels rising faster on rural than urban roads, while the reduction in road accidents is slower{3 }.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:40,dream_ticket,Two years later Wolstenholme was given his dream ticket when the BBC used its cameras for the World Cup Finals in England.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:41,fair_play,"But attitudes of kindness, fair play, loyalty, honesty, etc could not by definition be principles, and were simply sentimental notions.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:42,fairy_tale,Her dresses are those you would find in fairy tales.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:43,fall_guy,"And though the Chairman and Chief Executive have been the fall guys, much of the blame that has been placed upon them is a little unfair.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:44,field_work,Field work and practical archaeology are a particular focus.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:45,football_season,Every week of the football season there is always a top class football match to watch.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:46,fresh_water,Backford Brook is one of the few fresh water streams in the area.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:47,ghost_town,The town centre is now deserted - it's almost like a ghost town!,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:48,glass_ceiling,"Women are continuing to slowly break through the glass ceiling of UK business and increase their company's profitability, according to new research.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:49,grass_root,"I have asked the Arts Council to develop strategies to recognise the importance of community, grass roots activity in developing the arts in Wales.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:50,hard_drive,A faster CPU or a faster hard drive might speed up suspend and resume.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:51,hard_shoulder,Be aware that other vehicles may be stationary on the hard shoulder.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:52,head_hunter,"Local recruitment agents and head hunters post vacancies for Milton Keynes, Witney, Skegness and Felixstowe.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:53,health_care,"His interests are effectiveness of public health interventions and the measurement of health care performance, including alternative medicines.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:54,heavy_cross,"Having to pay back university top-up fees is a heavy cross to carry, especially for those graduates from less well-off homes.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:55,hen_party,You can spot the stag and hen parties easily because they always dress in stupid outfits or matching T-shirts with their names printed on.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:56,home_run,"ou can't hit a home run every time up at bat, but at least I want to show that I 'm trying my best.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:57,honey_trap,"By planting a local weed (napier grass), pests are lured away from the corn into a honey trap.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:58,hot_potato,"The pipeline is set to create a human rights disaster in the region, and has become such a political hot potato that the Bank has postponed the decision.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:59,incubation_period,"The incubation period, from exposure to the appearance of the rash, is usually 14 to 21 days.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:60,information_age,"Computers are playing an ever increasing role in the delivery of education and training, and are indeed the nexus of the information age.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:61,injury_time,Sam was replaced in injury time having just missed a try scoring opportunity.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:62,insider_trading,"The Securities Commission of New Zealand has settled its proceedings alleging insider trading at Provenco, the technology company.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:63,jet_lag,My first morning there I got up at 6am and decided to take a walk to help me get over my jet lag.,target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:64,job_fair,"Update your CV and visit plenty of career fairs, brush up on your interview techniques, ensure you dry-clean your best, plain suit in advance of any job fairs.",target_span_not_found
nc:data/extracted/nc/comp-datasets-release-v2/annotations/filtered/en-extra.filtered.csv:65,leap_year,"It comprises 12 months of 30 days, plus 5 days (6 in a leap year); each month has 3 decades of 10 days.",target_span_not_found
