text_id,text,lang,text_type
t00000751,sermon,eng,paraphrase
t00000752,worshipping for god,eng,paraphrase
t00000753,gathering of christians,eng,paraphrase
t00000754,easter service,eng,paraphrase
t00000755,lutheran eucharist mass,eng,paraphrase
t00000756,dry land,eng,expression
t00000757,land,eng,head
t00000758,dry,eng,modifier
t00000759,land,eng,paraphrase
t00000760,earth,eng,paraphrase
t00000761,ground,eng,paraphrase
t00000762,solid ground,eng,paraphrase
t00000763,terra firma,eng,paraphrase
t00000764,soil,eng,paraphrase
t00000765,dry ground,eng,paraphrase
t00000766,arid land,eng,paraphrase
t00000767,not water,eng,paraphrase
t00000768,dry earth,eng,paraphrase
t00000769,land without water,eng,paraphrase
t00000770,turf,eng,paraphrase
t00000771,surface,eng,paraphrase
t00000772,continent,eng,paraphrase
t00000773,not wet land,eng,paraphrase
t00000774,dry area,eng,paraphrase
t00000775,landlocked area,eng,paraphrase
t00000776,desert,eng,paraphrase
t00000777,dry terrain,eng,paraphrase
t00000778,island,eng,paraphrase
t00000779,shore line,eng,paraphrase
t00000780,high and dry,eng,paraphrase
t00000781,shore,eng,paraphrase
t00000782,dry dock,eng,paraphrase
t00000783,dessert land,eng,paraphrase
t00000784,cracked land,eng,paraphrase
t00000785,terrestrial,eng,paraphrase
t00000786,unfarmable land,eng,paraphrase
t00000787,not in water,eng,paraphrase
t00000788,on the ground,eng,paraphrase
t00000789,terrain,eng,paraphrase
t00000790,dry environment,eng,paraphrase
t00000791,dry habitat,eng,paraphrase
t00000792,dry wall,eng,expression
t00000793,wall,eng,head
t00000794,wallboard,eng,paraphrase
t00000795,drywall,eng,paraphrase
t00000796,dry-stone wall,eng,paraphrase
t00000797,plasterboard,eng,paraphrase
t00000798,plaster board,eng,paraphrase
t00000799,plaster wall,eng,paraphrase
t00000800,wall,eng,paraphrase
t00000801,stone wall,eng,paraphrase
t00000802,wall board,eng,paraphrase
t00000803,plaster,eng,paraphrase
t00000804,wall covering,eng,paraphrase
t00000805,cover,eng,paraphrase
t00000806,foundation,eng,paraphrase
t00000807,building material,eng,paraphrase
t00000808,building wall,eng,paraphrase
t00000809,dry sheet rock,eng,paraphrase
t00000810,concrete,eng,paraphrase
t00000811,insolation,eng,paraphrase
t00000812,putty,eng,paraphrase
t00000813,masonry,eng,paraphrase
t00000814,sheet rock,eng,paraphrase
t00000815,gypsum wall,eng,paraphrase
t00000816,sheetrock,eng,paraphrase
t00000817,gypsum,eng,paraphrase
t00000818,dust storm,eng,expression
t00000819,storm,eng,head
t00000820,dust,eng,modifier
t00000821,duster,eng,paraphrase
t00000822,sandstorm,eng,paraphrase
t00000823,sirocco,eng,paraphrase
t00000824,sand storm,eng,paraphrase
t00000825,dust cloud,eng,paraphrase
t00000826,dust bowl,eng,paraphrase
t00000827,dust devil,eng,paraphrase
t00000828,haboob,eng,paraphrase
t00000829,desert storm,eng,paraphrase
t00000830,blowing dirt,eng,paraphrase
t00000831,kicking up dust,eng,paraphrase
t00000832,sand flying,eng,paraphrase
t00000833,sand fog,eng,paraphrase
t00000834,tornadoe,eng,paraphrase
t00000835,flying debris,eng,paraphrase
t00000836,dust wind,eng,paraphrase
t00000837,dirty wind,eng,paraphrase
t00000838,strong winds,eng,paraphrase
t00000839,cyclone,eng,paraphrase
t00000840,simoom,eng,paraphrase
t00000841,dust tornado,eng,paraphrase
t00000842,eager beaver,eng,expression
t00000843,beaver,eng,head
t00000844,eager,eng,modifier
t00000845,busy bee,eng,paraphrase
t00000846,enthusiast,eng,paraphrase
t00000847,eager person,eng,paraphrase
t00000848,impatient person,eng,paraphrase
t00000849,enthusiastic person,eng,paraphrase
t00000850,excited,eng,paraphrase
t00000851,eager to do something,eng,paraphrase
t00000852,can't wait to do something,eng,paraphrase
t00000853,serious,eng,paraphrase
t00000854,dedicated,eng,paraphrase
t00000855,eager worker,eng,paraphrase
t00000856,good worker,eng,paraphrase
t00000857,fan,eng,paraphrase
t00000858,hardworking,eng,paraphrase
t00000859,interestd,eng,paraphrase
t00000860,hard hitter,eng,paraphrase
t00000861,overly zealous,eng,paraphrase
t00000862,very enthusiastic,eng,paraphrase
t00000863,impulsive,eng,paraphrase
t00000864,overly ready,eng,paraphrase
t00000865,helpfull person,eng,paraphrase
t00000866,excited worker,eng,paraphrase
t00000867,person ready to do something,eng,paraphrase
t00000868,self starter,eng,paraphrase
t00000869,excited person,eng,paraphrase
t00000870,enthusiastic,eng,paraphrase
t00000871,motivated person,eng,paraphrase
t00000872,someone who is excited,eng,paraphrase
t00000873,someone can't wait,eng,paraphrase
t00000874,anxious,eng,paraphrase
t00000875,well prepared,eng,paraphrase
t00000876,economic aid,eng,expression
t00000877,aid,eng,head
t00000878,economic,eng,modifier
t00000879,aid,eng,paraphrase
t00000880,financial aid,eng,paraphrase
t00000881,assistance,eng,paraphrase
t00000882,money,eng,paraphrase
t00000883,economic assistance,eng,paraphrase
t00000884,welfare,eng,paraphrase
t00000885,monetary assistance,eng,paraphrase
t00000886,economic relief,eng,paraphrase
t00000887,monetary aid,eng,paraphrase
t00000888,money help,eng,paraphrase
t00000889,free money,eng,paraphrase
t00000890,foreign aid,eng,paraphrase
t00000891,economic support,eng,paraphrase
t00000892,economic incentives,eng,paraphrase
t00000893,stimulus,eng,paraphrase
t00000894,financial assistance,eng,paraphrase
t00000895,economic transaction,eng,paraphrase
t00000896,college tuition,eng,paraphrase
t00000897,financial support,eng,paraphrase
t00000898,economic help,eng,paraphrase
t00000899,financial help,eng,paraphrase
t00000900,monetary gift,eng,paraphrase
t00000901,distribution of cash,eng,paraphrase
t00000902,charity,eng,paraphrase
t00000903,help,eng,paraphrase
t00000904,funding,eng,paraphrase
t00000905,relief funds,eng,paraphrase
t00000906,elbow grease,eng,expression
t00000907,grease,eng,head
t00000908,elbow,eng,modifier
t00000909,effort,eng,paraphrase
t00000910,exertion,eng,paraphrase
t00000911,travail,eng,paraphrase
t00000912,sweat,eng,paraphrase
t00000913,hard work,eng,paraphrase
t00000914,work,eng,paraphrase
t00000915,strength,eng,paraphrase
t00000916,one's own sweat,eng,paraphrase
t00000917,man power,eng,paraphrase
t00000918,back into it,eng,paraphrase
t00000919,physical labor,eng,paraphrase
t00000920,extra effort,eng,paraphrase
t00000921,more work,eng,paraphrase
t00000922,force,eng,paraphrase
t00000923,brute force,eng,paraphrase
t00000924,hard manual labor,eng,paraphrase
t00000925,endurance and dilligence,eng,paraphrase
t00000926,application of force,eng,paraphrase
t00000927,physical effort,eng,paraphrase
t00000928,vigor,eng,paraphrase
t00000929,elbow room,eng,expression
t00000930,room,eng,head
t00000931,room,eng,paraphrase
t00000932,way,eng,paraphrase
t00000933,space,eng,paraphrase
t00000934,leeway,eng,paraphrase
t00000935,opportunity,eng,paraphrase
t00000936,breathing room,eng,paraphrase
t00000937,personal space,eng,paraphrase
t00000938,wiggle room,eng,paraphrase
t00000939,breathing space,eng,paraphrase
t00000940,place,eng,paraphrase
t00000941,leverage,eng,paraphrase
t00000942,possible,eng,paraphrase
t00000943,free space,eng,paraphrase
t00000944,open negotiation,eng,paraphrase
t00000945,extra space,eng,paraphrase
t00000946,personal room,eng,paraphrase
t00000947,margin,eng,paraphrase
t00000948,personal bubble,eng,paraphrase
t00000949,places to move,eng,paraphrase
t00000950,elbow space,eng,paraphrase
t00000951,area,eng,paraphrase
t00000952,time and occasion,eng,paraphrase
t00000953,allowance,eng,paraphrase
t00000954,latitude,eng,paraphrase
t00000955,buffer,eng,paraphrase
t00000956,freedom,eng,paraphrase
t00000957,entrance hall,eng,expression
t00000958,hall,eng,head
t00000959,entrance,eng,modifier
t00000960,anteroom,eng,paraphrase
t00000961,antechamber,eng,paraphrase
t00000962,hall,eng,paraphrase
t00000963,foyer,eng,paraphrase
t00000964,lobby,eng,paraphrase
t00000965,vestibule,eng,paraphrase
t00000966,grand hall,eng,paraphrase
t00000967,entrance room,eng,paraphrase
t00000968,entry,eng,paraphrase
t00000969,entry hall,eng,paraphrase
t00000970,front area,eng,paraphrase
t00000971,doorway,eng,paraphrase
t00000972,formal entrance,eng,paraphrase
t00000973,hallway,eng,paraphrase
t00000974,main entrance,eng,paraphrase
t00000975,main hall,eng,paraphrase
t00000976,entrance,eng,paraphrase
t00000977,entryway,eng,paraphrase
t00000978,great hall,eng,paraphrase
t00000979,reception area,eng,paraphrase
t00000980,front hall,eng,paraphrase
t00000981,entranceway,eng,paraphrase
t00000982,atrium,eng,paraphrase
t00000983,entry way,eng,paraphrase
t00000984,front,eng,paraphrase
t00000985,eternal rest,eng,expression
t00000986,rest,eng,head
t00000987,eternal,eng,modifier
t00000988,rest,eng,paraphrase
t00000989,sleep,eng,paraphrase
t00000990,eternal sleep,eng,paraphrase
t00000991,quietus,eng,paraphrase
t00000992,death,eng,paraphrase
t00000993,end of life,eng,paraphrase
t00000994,pushing up daisies,eng,paraphrase
t00000995,6 feet under,eng,paraphrase
t00000996,final rest,eng,paraphrase
t00000997,afterlife,eng,paraphrase
t00000998,peaceful afterlife,eng,paraphrase
t00000999,heavenly peace,eng,paraphrase
t00001000,eternal peace,eng,paraphrase
t00001001,rest in peace,eng,paraphrase
t00001002,final sleep,eng,paraphrase
t00001003,tomb,eng,paraphrase
t00001004,burial place,eng,paraphrase
t00001005,heaven,eng,paraphrase
t00001006,dirt nap,eng,paraphrase
t00001007,after life,eng,paraphrase
t00001008,coma,eng,paraphrase
t00001009,long rest,eng,paraphrase
t00001010,big sleep,eng,paraphrase
t00001011,shuffling off of the mortal coil,eng,paraphrase
t00001012,demise,eng,paraphrase
t00001013,fish story,eng,expression
t00001014,story,eng,head
t00001015,fish,eng,modifier
t00001016,exaggeration,eng,paraphrase
t00001017,fabrication,eng,paraphrase
t00001018,tall tale,eng,paraphrase
t00001019,lie,eng,paraphrase
t00001020,fish tale,eng,paraphrase
t00001021,tale,eng,paraphrase
t00001022,exaggerated story,eng,paraphrase
t00001023,imbellished story,eng,paraphrase
t00001024,smells fishy,eng,paraphrase
t00001025,big story,eng,paraphrase
t00001026,incredible,eng,paraphrase
t00001027,white lie,eng,paraphrase
t00001028,extraggerated story,eng,paraphrase
t00001029,story,eng,paraphrase
t00001030,far fetched story,eng,paraphrase
t00001031,hyperbole,eng,paraphrase
t00001032,"fishy, as in doubtful",eng,paraphrase
t00001033,big lie,eng,paraphrase
t00001034,overstatement,eng,paraphrase
t00001035,trumped up story,eng,paraphrase
t00001036,tall tell,eng,paraphrase
t00001037,yarn,eng,paraphrase
t00001038,false story,eng,paraphrase
t00001039,exaggorated story,eng,paraphrase
t00001040,flower child,eng,expression
t00001041,child,eng,head
t00001042,flower,eng,modifier
t00001043,hippie,eng,paraphrase
t00001044,hippy,eng,paraphrase
t00001045,hipster,eng,paraphrase
t00001046,free spirit,eng,paraphrase
t00001047,bohemian,eng,paraphrase
t00001048,peace demonstrator,eng,paraphrase
t00001049,nonconformist,eng,paraphrase
t00001050,pot smoker,eng,paraphrase
t00001051,careless,eng,paraphrase
t00001052,happy without goals,eng,paraphrase
t00001053,simple person,eng,paraphrase
t00001054,stoner,eng,paraphrase
t00001055,yuppie,eng,paraphrase
t00001056,wanderer,eng,paraphrase
t00001057,moon child,eng,paraphrase
t00001058,pacifist,eng,paraphrase
t00001059,idealist,eng,paraphrase
t00001060,hippies,eng,paraphrase
t00001061,beatnik,eng,paraphrase
t00001062,food market,eng,expression
t00001063,market,eng,head
t00001064,food,eng,modifier
t00001065,grocery store,eng,paraphrase
t00001066,grocery,eng,paraphrase
t00001067,market,eng,paraphrase
t00001068,food sector,eng,paraphrase
t00001069,farmers' market,eng,paraphrase
t00001070,supermarket,eng,paraphrase
t00001071,food store,eng,paraphrase
t00001072,produce market,eng,paraphrase
t00001073,food trade,eng,paraphrase
t00001074,food commodities,eng,paraphrase
t00001075,grocery stores,eng,paraphrase
t00001076,stock market,eng,paraphrase
t00001077,alimentary channels,eng,paraphrase
t00001078,nutrition choice,eng,paraphrase
t00001079,market place,eng,paraphrase
t00001080,food arena,eng,paraphrase
t00001081,farmer's market,eng,paraphrase
t00001082,food business,eng,paraphrase
t00001083,grocer,eng,paraphrase
t00001084,farmers market,eng,paraphrase
t00001085,food mart,eng,paraphrase
t00001086,mart,eng,paraphrase
t00001087,commercial market,eng,paraphrase
t00001088,foot soldier,eng,expression
t00001089,soldier,eng,head
t00001090,foot,eng,modifier
t00001091,infantryman,eng,paraphrase
t00001092,marcher,eng,paraphrase
t00001093,footslogger,eng,paraphrase
t00001094,subordinate,eng,paraphrase
t00001095,subsidiary,eng,paraphrase
t00001096,underling,eng,paraphrase
t00001097,infantry,eng,paraphrase
t00001098,soldier,eng,paraphrase
t00001099,grunt,eng,paraphrase
t00001100,recruit soldier,eng,paraphrase
t00001101,newb soldier,eng,paraphrase
t00001102,ground troop,eng,paraphrase
t00001103,low level,eng,paraphrase
t00001104,representative,eng,paraphrase
t00001105,common soldier,eng,paraphrase
t00001106,proletriat,eng,paraphrase
t00001107,worker bee,eng,paraphrase
t00001108,warrior,eng,paraphrase
t00001109,average fighter,eng,paraphrase
t00001110,newbie,eng,paraphrase
t00001111,infantrymen,eng,paraphrase
t00001112,pawn,eng,paraphrase
t00001113,infantry soldier,eng,paraphrase
t00001114,army man,eng,paraphrase
t00001115,peon,eng,paraphrase
t00001116,fodder,eng,paraphrase
t00001117,ground troops,eng,paraphrase
t00001118,ground soldier,eng,paraphrase
t00001119,private,eng,paraphrase
t00001120,front man,eng,paraphrase
t00001121,foot work,eng,paraphrase
t00001122,low level worker,eng,paraphrase
t00001123,bottom of to dam pole,eng,paraphrase
t00001124,peasant,eng,paraphrase
t00001125,front man,eng,expression
t00001126,man,eng,head
t00001127,front,eng,modifier
t00001128,figurehead,eng,paraphrase
t00001129,nominal head,eng,paraphrase
t00001130,straw man,eng,paraphrase
t00001131,strawman,eng,paraphrase
t00001132,leader,eng,paraphrase
t00001133,spokesman,eng,paraphrase
t00001134,figure head,eng,paraphrase
t00001135,speaker,eng,paraphrase
t00001136,singer,eng,paraphrase
t00001137,lead singer,eng,paraphrase
t00001138,face,eng,paraphrase
t00001139,agent,eng,paraphrase
t00001140,face of product or company,eng,paraphrase
t00001141,point man,eng,paraphrase
t00001142,organization head,eng,paraphrase
t00001143,head,eng,paraphrase
t00001144,poster boy,eng,paraphrase
t00001145,celebrity,eng,paraphrase
t00001146,lead speaker,eng,paraphrase
t00001147,group leader,eng,paraphrase
t00001148,nominee,eng,paraphrase
t00001149,head man,eng,paraphrase
t00001150,lead representative,eng,paraphrase
t00001151,spokesperson,eng,paraphrase
t00001152,image,eng,paraphrase
t00001153,person interacting with audience,eng,paraphrase
t00001154,conductor,eng,paraphrase
t00001155,lead man,eng,paraphrase
t00001156,center,eng,paraphrase
t00001157,goose egg,eng,expression
t00001158,egg,eng,head
t00001159,goose,eng,modifier
t00001160,nothing,eng,paraphrase
t00001161,nil,eng,paraphrase
t00001162,nix,eng,paraphrase
t00001163,nada,eng,paraphrase
t00001164,aught,eng,paraphrase
t00001165,cipher,eng,paraphrase
t00001166,cypher,eng,paraphrase
t00001167,naught,eng,paraphrase
t00001168,zero,eng,paraphrase
t00001169,zilch,eng,paraphrase
t00001170,zip,eng,paraphrase
t00001171,zippo,eng,paraphrase
t00001172,bump,eng,paraphrase
t00001173,swelling,eng,paraphrase
t00001174,bruise,eng,paraphrase
t00001175,pimple,eng,paraphrase
t00001176,sore spot,eng,paraphrase
t00001177,loosing score,eng,paraphrase
t00001178,injury,eng,paraphrase
t00001179,blackhead,eng,paraphrase
t00001180,bird egg,eng,paraphrase
t00001181,swollen area,eng,paraphrase
t00001182,temporary bump,eng,paraphrase
t00001183,boil,eng,paraphrase
t00001184,grey matter,eng,expression
t00001185,matter,eng,head
t00001186,grey,eng,modifier
t00001187,gray matter,eng,paraphrase
t00001188,grey substance,eng,paraphrase
t00001189,gray substance,eng,paraphrase
t00001190,substantia grisea,eng,paraphrase
t00001191,intelligence,eng,paraphrase
t00001192,brain,eng,paraphrase
t00001193,mind,eng,paraphrase
t00001194,thinking,eng,paraphrase
t00001195,brains,eng,paraphrase
t00001196,brain matter,eng,paraphrase
t00001197,cerebrum,eng,paraphrase
t00001198,noodle,eng,paraphrase
t00001199,noggin,eng,paraphrase
t00001200,bean,eng,paraphrase
t00001201,right brain,eng,paraphrase
t00001202,thought process,eng,paraphrase
t00001203,use your head,eng,paraphrase
t00001204,body of cells,eng,paraphrase
t00001205,memory,eng,paraphrase
t00001206,brain tissue,eng,paraphrase
t00001207,brain power,eng,paraphrase
t00001208,brain cells,eng,paraphrase
t00001209,iq,eng,paraphrase
t00001210,brainpower,eng,paraphrase
t00001211,creativity,eng,paraphrase
t00001212,guinea pig,eng,expression
t00001213,pig,eng,head
t00001214,guinea,eng,modifier
t00001215,subject,eng,paraphrase
t00001216,case,eng,paraphrase
t00001217,Cavia cobaya,eng,paraphrase
t00001218,test subject,eng,paraphrase
t00001219,lab rat,eng,paraphrase
t00001220,rodent,eng,paraphrase
t00001221,tester,eng,paraphrase
t00001222,experiment,eng,paraphrase
t00001223,lackey,eng,paraphrase
t00001224,pin cushion,eng,paraphrase
t00001225,experimenter,eng,paraphrase
t00001226,person for test,eng,paraphrase
t00001227,disposable person,eng,paraphrase
t00001228,practice subject,eng,paraphrase
t00001229,sample,eng,paraphrase
t00001230,experimental subject,eng,paraphrase
